"Concat (VV Vendor,UPC)",Preferred,Preferred (1),Supplier Supported Tasting Item,Distributor,Supplier,Item Number,Product UPC,Product Description,THC Mg per unit,Department,Category,Sub Category,Size,Units/Case,Deal Description,Case 1 (Retail),Deepest Invoice (Market),Top Ten Invoice Cost,Free Case Value,Buy Qty,Free Qty,Freight,Net Case,Net/Unit,Discount To Market,Retail,Club,GM%,Avg Retail,Avg Club,Avg Sale,Total Wine,Sales Ranking,Competitor Pricing,Concatenate NS Vendor Name,Distributor (1),CR Vendor Name,Category (for markup),Markup %,Invoice Price,Invoice Price Check against CR,REMOVE?,Supplier Supported Tasting Item (1),Distributor (2),Supplier (1),Item Number (1),Product UPC (1),Product Description (1),Department (1),Size (1),Units/Case (1),Deal Description (1),Buy Months (if appl.),Case 1 (Retail) (1),Buy Month Invoice,Non-Buy Month Invoice,Free Case Value (1),Buy Qty (1),Free Qty (1),Freight (1),EO $,EO Cases,EO Period,EO Notes,EO Notes (1),New PV Function,September,October
Global Reserve LLC198168598160,Global Reserve LLC,Yes,,Global Reserve LLC,Bootlegger,198168598160,198168598160,Bootlegger Coconut Rum Mocktail 10mg THC 4pk 12oz can,10,THC,Beverages,,4pk 12oz can,6,,84,84,67.2,,,,,67.2,11.200000000000001,0.19999999999999996,19.99,16.96,0.33962264150943394,19.99,16.96,0,,,Alot More - Varies ,Global Reserve LLC198168598160,Global Reserve LLC,Global Reserve LLC,,0.5,67.2,67.19999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Reserve LLC198715677201,Global Reserve LLC,Yes,,Global Reserve LLC,Bootlegger,198715677201,198715677201,Bootlegger Mai Tai Mocktail 10mg THC 4pk 12oz can,10,THC,Beverages,,4pk 12oz can,6,,84,84,67.2,,,,,67.2,11.200000000000001,0.19999999999999996,19.99,16.96,0.33962264150943394,19.99,16.96,0,,,Alot More - Varies ,Global Reserve LLC198715677201,Global Reserve LLC,Global Reserve LLC,Beverages,0.5,67.2,67.19999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Reserve LLC198715421057,Global Reserve LLC,Yes,,Global Reserve LLC,Bootlegger,198715421057,198715421057,Bootlegger Mojito Mocktail 10mg THC 4pk 12oz can,10,THC,Beverages,,4pk 12oz can,6,,84,84,67.2,,,,,67.2,11.200000000000001,0.19999999999999996,19.99,16.96,0.33962264150943394,19.99,16.96,0,,,Alot More - Varies ,Global Reserve LLC198715421057,Global Reserve LLC,Global Reserve LLC,Beverages,0.5,67.2,67.19999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bellboy Corporation860012637768,Bellboy Corporation,Yes,Yes,Bellboy Corporation,Brez,9919008,860012637768,Brez 5mg THC Shots 2oz,5,THC,Beverages,,2oz,48,,128,128,120,,,,,120,2.5,0.0625,6.99,5.96,0.5805369127516778,7.99,4.46,0,,,78.99,Bellboy Corporation860012637768,Bellboy Corporation,Bellboy Corporation,Beverages,0.5,120,120,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bellboy Corporation860013612733,Bellboy Corporation,Yes,Yes,Bellboy Corporation,Brez,9919022,860013612733,Brez Amplify 5mg THC 4pk 12oz can,20,THC,Beverages,,4pk 12oz can,6,,80,80,68,,,,,68,11.333333333333334,0.15000000000000002,21.99,17.96,0.36896807720861174,17.99,15.96,0,,,79.99,Bellboy Corporation860013612733,Bellboy Corporation,Bellboy Corporation,Beverages,0.5,68,67.98,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bellboy Corporation860012187997,Bellboy Corporation,Yes,Yes,Bellboy Corporation,Brez,9919012,860012187997,Brez Double 5mg THC 4pk 12oz can,5,THC,Beverages,,4pk 12oz can,6,,80,80,68,,,,,68,11.333333333333334,0.15000000000000002,21.99,17.96,0.36896807720861174,17.99,15.96,0,,,85.99,Bellboy Corporation860012187997,Bellboy Corporation,Bellboy Corporation,Beverages,0.5,68,67.98,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bellboy Corporation860013707101, ,,Yes,Bellboy Corporation,Brez,9919032,860013707101,Brez Dream Functional Beverage 4pk 12oz can,0,THC,Beverages,,4pk 12oz can,6,,63.9,63.9,59.9,,,,,59.9,9.983333333333333,0.06259780907668233,17.99,14.96,0.33266488413547246,,,,,,81.99,Bellboy Corporation860013707101,Bellboy Corporation,Bellboy Corporation,,0.5,59.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bellboy Corporation860013612757, ,,Yes,Bellboy Corporation,Brez,9919052,860013612757,Brez Elevate Functional Beverage 4pk 12oz can,0,THC,Beverages,,4pk 12oz can,6,,63.9,63.9,59.9,,,,,59.9,9.983333333333333,0.06259780907668233,17.99,14.96,0.33266488413547246,,,,,,82.99,Bellboy Corporation860013612757,Bellboy Corporation,Bellboy Corporation,,0.5,59.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bellboy Corporation860013612719,Bellboy Corporation,Yes,Yes,Bellboy Corporation,Brez,9919002,860013612719,Brez Extra Strength 10mg THC 4pk 12oz can,40,THC,Beverages,,4pk 12oz can,6,,88,88,73,,,,,73,12.166666666666666,0.17045454545454541,22.99,18.96,0.3582981715893109,21.99,18.96,0,19.99,44,83.99,Bellboy Corporation860013612719,Bellboy Corporation,Bellboy Corporation,Beverages,0.5,73,73.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bellboy Corporation197644523061, ,,Yes,Bellboy Corporation,Brez,9919042,197644523061,Brez Flow Fuctional Beverage 4pk 12oz can,0,THC,Beverages,,4pk 12oz can,6,,63.9,63.9,59.9,,,,,59.9,9.983333333333333,0.06259780907668233,17.99,14.96,0.33266488413547246,,,,,,84.99,Bellboy Corporation197644523061,Bellboy Corporation,Bellboy Corporation,,0.5,59.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Reserve LLC850047906540, ,,,Global Reserve LLC,Climbing Kites,195-511,850047906540,Bubz Grape Fizz 10mg THC 4pk 12oz can,10mg,THC,Beverages,,4pk 12oz can,6,Case 1,,,,,,,,0,0,,-0.01,-0.04,1,,,,,,,Global Reserve LLC850047906540,Global Reserve LLC,Global Reserve LLC,,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Reserve LLC850047906564, ,,,Global Reserve LLC,Climbing Kites,195-510,850047906564,Bubz Orange Cream 10mg THC 4pk 12oz can,10mg,THC,Beverages,,4pk 12oz can,6,Case 1,,,,,,,,0,0,,-0.01,-0.04,1,,,,,,,Global Reserve LLC850047906564,Global Reserve LLC,Global Reserve LLC,,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Reserve LLC850047906175, ,,,Global Reserve LLC,Climbing Kites,190-486,850047906175,Climbing Kites Iced Tea Lemonade 10mg THC 4pk 12oz can,10mg,THC,Beverages,,4pk 12oz can,6,Case 1,80,80,64,,,,,64,10.666666666666666,0.19999999999999996,19.99,16.96,0.3710691823899372,,,,,,,Global Reserve LLC850047906175,Global Reserve LLC,Global Reserve LLC,,0.5,64,64.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Reserve LLC850047906335, ,,,Global Reserve LLC,Climbing Kites,190-485,850047906335,Climbing Kites Key Lime Kiwi 10mg THC 4pk 12oz can,10mg,THC,Beverages,,4pk 12oz can,6,Case 1,80,80,64,,,,,64,10.666666666666666,0.19999999999999996,19.99,16.96,0.3710691823899372,,,,,,,Global Reserve LLC850047906335,Global Reserve LLC,Global Reserve LLC,,0.5,64,64.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Reserve LLC850047906083, ,,,Global Reserve LLC,Climbing Kites,190-480,850047906083,Climbing Kites Mixed Berry 10mg THC 4pk 12oz can,10mg,THC,Beverages,,4pk 12oz can,6,Case 1,80,80,64,,,,,64,10.666666666666666,0.19999999999999996,19.99,16.96,0.3710691823899372,,,,,,,Global Reserve LLC850047906083,Global Reserve LLC,Global Reserve LLC,,0.5,64,64.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Reserve LLCTBD, ,,,Global Reserve LLC,Climbing Kites,TBD,TBD,Climbing Kites Orange Mango 10mg THC 4pk 12oz can,10mg,THC,Beverages,,4pk 12oz can,6,Case 1,80,80,64,,,,,64,10.666666666666666,0.19999999999999996,19.99,16.96,0.3710691823899372,,,,,,,Global Reserve LLCTBD,Global Reserve LLC,Global Reserve LLC,,0.5,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Reserve LLC850047906458, ,,,Global Reserve LLC,Climbing Kites,190-481,850047906458,Climbing Kites Peach Prickly Pear 10mg THC 4pk 12oz can,10mg,THC,Beverages,,4pk 12oz can,6,Case 1,80,80,64,,,,,64,10.666666666666666,0.19999999999999996,19.99,16.96,0.3710691823899372,,,,,,,Global Reserve LLC850047906458,Global Reserve LLC,Global Reserve LLC,,0.5,64,64.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Reserve LLC850047906267, ,,,Global Reserve LLC,Climbing Kites,190-484,850047906267,Climbing Kites Transfusion 10mg THC 4pk 12oz can,10mg,THC,Beverages,,4pk 12oz can,6,Case 1,80,80,64,,,,,64,10.666666666666666,0.19999999999999996,19.99,16.96,0.3710691823899372,,,,,,,Global Reserve LLC850047906267,Global Reserve LLC,Global Reserve LLC,,0.5,64,64.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Reserve LLC850047906380, ,,,Global Reserve LLC,Climbing Kites,190-485,850047906380,Climbing Kites Variety Pack 10mg THC 6pk 12oz can,10mg,THC,Beverages,,6pk 12oz can,4,Case 1,72,72,57.6,,,,,57.6,14.4,0.19999999999999996,25.99,21.96,0.3442622950819672,,,,,,,Global Reserve LLC850047906380,Global Reserve LLC,Global Reserve LLC,,0.5,57.6,57.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Capitol Beverage Sales, L.P.860008925190","Capitol Beverage Sales, L.P.",Yes,,"Capitol Beverage Sales, L.P.",Clrty,9394,860008925190,Clrty Black Cherry 5mg THC 4pk 12oz can,5,THC,Beverages,,4pk 12oz can,6,,,64,56,66,25,3,,48.08,8.013333333333334,0.24875000000000003,15.99,12.96,0.3816872427983539,14.99,12.96,0,,,Alot More - Varies ,"Capitol Beverage Sales, L.P.860008925190","Capitol Beverage Sales, L.P.","Capitol Beverage Sales, L.P.",Beverages,0.5,56,55.99979999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Capitol Beverage Sales, L.P.860008925138","Capitol Beverage Sales, L.P.",Yes,,"Capitol Beverage Sales, L.P.",Clrty,6390,860008925138,Clrty Blue Raz 5mg THC 4pk 12oz can,5,THC,Beverages,,4pk 12oz can,6,,,64,56,66,25,3,,48.08,8.013333333333334,0.24875000000000003,15.99,12.96,0.3816872427983539,14.99,12.96,0,,,Alot More - Varies ,"Capitol Beverage Sales, L.P.860008925138","Capitol Beverage Sales, L.P.","Capitol Beverage Sales, L.P.",Beverages,0.5,56,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Capitol Beverage Sales, L.P.850048459229","Capitol Beverage Sales, L.P.",Yes,,"Capitol Beverage Sales, L.P.",Clrty,20507,850048459229,Clrty CoffeePot Mocha 10mg THC 4pk 12oz can,10,THC,Beverages,,4pk 12oz can,6,,Need 18 to hit T,90,72,,,,,72,12,0.19999999999999996,23.99,19.96,0.39879759519038077,23.99,19.96,0,,,Alot More - Varies ,"Capitol Beverage Sales, L.P.850048459229","Capitol Beverage Sales, L.P.","Capitol Beverage Sales, L.P.",Beverages,0.5,72,90,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Capitol Beverage Sales, L.P.850048459212","Capitol Beverage Sales, L.P.",Yes,,"Capitol Beverage Sales, L.P.",Clrty,20505,850048459212,Clrty CoffeePot Vanilla 10mg THC 4pk 12oz can,10,THC,Beverages,,4pk 12oz can,6,,Need 18 to hit T,90,72,,,,,72,12,0.19999999999999996,23.99,19.96,0.39879759519038077,23.99,19.96,0,,,Alot More - Varies ,"Capitol Beverage Sales, L.P.850048459212","Capitol Beverage Sales, L.P.","Capitol Beverage Sales, L.P.",Beverages,0.5,72,90,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Capitol Beverage Sales, L.P.860008925152","Capitol Beverage Sales, L.P.",Yes,,"Capitol Beverage Sales, L.P.",Clrty,6396,860008925152,Clrty Pink Lemonade 10mg THC 4pk 12oz can,10,THC,Beverages,,4pk 12oz can,6,,,75,66,66,25,3,,58.92857142857143,9.821428571428571,0.2142857142857143,21.99,17.96,0.45314985682468983,20.99,17.96,0,19.99,96,Alot More - Varies ,"Capitol Beverage Sales, L.P.860008925152","Capitol Beverage Sales, L.P.","Capitol Beverage Sales, L.P.",Beverages,0.5,66,66,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Capitol Beverage Sales, L.P.850048459496","Capitol Beverage Sales, L.P.",Yes,,"Capitol Beverage Sales, L.P.",Clrty,20517,850048459496,Clrty SodaPot Blue Ginger 10mg 4pk 12oz can,10,THC,Beverages,,4pk 12oz can,6,,,70,66,66,25,3,,58.92857142857143,9.821428571428571,0.15816326530612246,21.99,17.96,0.45314985682468983,20.99,17.96,0,,,Alot More - Varies ,"Capitol Beverage Sales, L.P.850048459496","Capitol Beverage Sales, L.P.","Capitol Beverage Sales, L.P.",Beverages,0.5,66,67.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Capitol Beverage Sales, L.P.850048459465","Capitol Beverage Sales, L.P.",Yes,,"Capitol Beverage Sales, L.P.",Clrty,20519,850048459465,Clrty SodaPot Straw-Nana 10mg 4pk 12oz can,10,THC,Beverages,,4pk 12oz can,6,,,70,66,66,25,3,,58.92857142857143,9.821428571428571,0.15816326530612246,17.99,14.96,0.34348739495798325,20.99,17.96,0,,,Alot More - Varies ,"Capitol Beverage Sales, L.P.850048459465","Capitol Beverage Sales, L.P.","Capitol Beverage Sales, L.P.",Beverages,0.5,66,67.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clrty Company850048459397,Clrty Company,Yes,,Clrty Company,Clrty,850048459397,850048459397,CLRTY Splash 3pk 10mg,10,THC,Beverages,,3pk 10ml,60,Direct Buy,,480,390,,,,,390,6.5,0.1875,11.99,9.96,0.34738955823293177,12.99,9.96,0,,,,Clrty Company850048459397,Clrty Company,Clrty Company,Beverages,0.5,390,390,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Capitol Beverage Sales, L.P.850048459014","Capitol Beverage Sales, L.P.",Yes,,"Capitol Beverage Sales, L.P.",Clrty,6398,850048459014,Clrty Tangerine 10mg THC 4pk 12oz can,10,THC,Beverages,,4pk 12oz can,6,,,75,66,66,25,3,,58.92857142857143,9.821428571428571,0.2142857142857143,21.99,17.96,0.45314985682468983,20.99,17.96,0,19.99,149,Alot More - Varies ,"Capitol Beverage Sales, L.P.850048459014","Capitol Beverage Sales, L.P.","Capitol Beverage Sales, L.P.",Beverages,0.5,66,70.15020000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Capitol Beverage Sales, L.P.850048459335","Capitol Beverage Sales, L.P.",Yes,,"Capitol Beverage Sales, L.P.",Clrty,20511,850048459335,Clrty Variety 10mg THC 12pk 12oz can,10,THC,Beverages,,12pk 12oz can,2,,,68,59,66,25,3,,51.08,25.54,0.24882352941176478,48.99,40.96,0.37646484375000006,53.99,44.96,0,54.99,45,Alot More - Varies ,"Capitol Beverage Sales, L.P.850048459335","Capitol Beverage Sales, L.P.","Capitol Beverage Sales, L.P.",Beverages,0.5,59,59,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clrty Company850048459687,Clrty Company,Yes,,Clrty Company,Clrty,850048459687,850048459687,CLRTY Watermelon 10mg THC 4pk 12oz can,10,THC,Beverages,,4pk 12oz can,6,Direct Buy,,,66,66,25,3,,58.92857142857143,9.821428571428571,,17.99,14.96,0.34348739495798325,17.49,14.96,0,,,,Clrty Company850048459687,Clrty Company,Clrty Company,Beverages,0.5,66,49.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grayscale Brewing LLC818485020914,Grayscale Brewing LLC,Yes,,Grayscale Brewing LLC,Coastalo,,818485020914,Coastalo Seasonal 5mg THC 4pk 12oz can,5,THC,Beverages,,4pk 12oz can,6,,,,50,,,,,50,8.333333333333334,,15.99,12.96,0.35699588477366256,14.99,4.86,0,,,Alot More - Varies ,Grayscale Brewing LLC818485020914,Grayscale Brewing LLC,Grayscale Brewing LLC,Beverages,0.5,50,49.980000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Capitol Beverage Sales, L.P.628719778098","Capitol Beverage Sales, L.P.",Yes,,"Capitol Beverage Sales, L.P.",Collective Project,31813,628719778098,Collective Project Cherry Limade 5mg THC 4pk 12oz can,5,THC,Beverages,,4pk 12oz can,6,,75.5,75.5,52.85,,1,,,52.85,8.808333333333334,0.29999999999999993,16.99,13.96,0.36903056351480423,10.99,9.96,0,,,Alot More - Varies ,"Capitol Beverage Sales, L.P.628719778098","Capitol Beverage Sales, L.P.","Capitol Beverage Sales, L.P.",Beverages,0.5,52.85,52.849799999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Capitol Beverage Sales, L.P.628719778104","Capitol Beverage Sales, L.P.",Yes,,"Capitol Beverage Sales, L.P.",Collective Project,31811,628719778104,Collective Project Lemonade 5mg THC 4pk 12oz can,5,THC,Beverages,,4pk 12oz can,6,,75.5,75.5,52.85,,1,,,52.85,8.808333333333334,0.29999999999999993,16.99,13.96,0.36903056351480423,10.99,9.96,0,,,Alot More - Varies ,"Capitol Beverage Sales, L.P.628719778104","Capitol Beverage Sales, L.P.","Capitol Beverage Sales, L.P.",Beverages,0.5,52.85,52.849799999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Capitol Beverage Sales, L.P.628719778012","Capitol Beverage Sales, L.P.",Yes,,"Capitol Beverage Sales, L.P.",Collective Project,31801,628719778012,Collective Project Orange Vanilla 10mg THC 4pk 12oz can,10,THC,Beverages,,4pk 12oz can,6,,80,80,56,,1,,,56,9.333333333333334,0.30000000000000004,18.99,15.96,0.4152046783625731,16.99,14.96,0,19.99,142,Alot More - Varies ,"Capitol Beverage Sales, L.P.628719778012","Capitol Beverage Sales, L.P.","Capitol Beverage Sales, L.P.",Beverages,0.5,56,55.99979999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Capitol Beverage Sales, L.P.628719778111","Capitol Beverage Sales, L.P.",Yes,,"Capitol Beverage Sales, L.P.",Collective Project,31815,628719778111,Collective Project Raspberry Lemonade 5mg THC 4pk 12oz can,5,THC,Beverages,,4pk 12oz can,6,,75.5,75.5,52.85,,1,,,52.85,8.808333333333334,0.29999999999999993,18.99,15.96,0.4480994152046784,10.99,9.96,0,,,Alot More - Varies ,"Capitol Beverage Sales, L.P.628719778111","Capitol Beverage Sales, L.P.","Capitol Beverage Sales, L.P.",Beverages,0.5,52.85,52.849799999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Capitol Beverage Sales, L.P.628719778081","Capitol Beverage Sales, L.P.",Yes,,"Capitol Beverage Sales, L.P.",Collective Project,31817,628719778081,Collective Project Raspberry Vanilla 10mg THC 4pk 12oz can,10,THC,Beverages,,4pk 12oz can,6,,80,80,56,,1,,,56,9.333333333333334,0.30000000000000004,18.99,15.96,0.4152046783625731,16.99,14.96,0,19.99,114,Alot More - Varies ,"Capitol Beverage Sales, L.P.628719778081","Capitol Beverage Sales, L.P.","Capitol Beverage Sales, L.P.",Beverages,0.5,56,55.99979999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Capitol Beverage Sales, L.P.628719778234","Capitol Beverage Sales, L.P.",Yes,,"Capitol Beverage Sales, L.P.",Collective Project,31833,628719778234,Collective Project Variety Pack 10mg THC 6pk 12oz can,10,THC,Beverages,,4pk 12oz can,4,,76,70,60.8,,,,,60.8,15.2,0.13142857142857145,28.99,23.96,0.36560934891485813,26.99,22.96,0,X,,,"Capitol Beverage Sales, L.P.628719778234","Capitol Beverage Sales, L.P.","Capitol Beverage Sales, L.P.",Beverages,0.5,60.8,60.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Get Chai602573191699,Get Chai,Yes,,Get Chai,CQ,,602573191699,CQ Blackberry Lemon Lime Spritzer 5mg THC 12oz can,5,THC,Beverages,,12oz can,12,,,,34,,,,,34,2.8333333333333335,,4.99,3.96,0.2845117845117845,4.49,3.96,0,,,Alot More - Varies ,Get Chai602573191699,Get Chai,Get Chai,Beverages,0.5,34,27,,,,,,,,,,,,,,,,,,,,,,,,,,,
Get Chai602573191675,Get Chai,Yes,,Get Chai,CQ,,602573191675,CQ Strawberry Lemonade Spritzer 5mg THC 12oz can,5,THC,Beverages,,12oz can,12,,,,34,,,,,34,2.8333333333333335,,4.99,3.96,0.2845117845117845,4.49,3.96,0,,,Alot More - Varies ,Get Chai602573191675,Get Chai,Get Chai,Beverages,0.5,34,26.8968,,,,,,,,,,,,,,,,,,,,,,,,,,,
Get Chai602573191668,Get Chai,Yes,,Get Chai,CQ,,602573191668,CQ Watermelon Cucumber Spritzer 5mg THC 12oz can,5,THC,Beverages,,12oz can,12,,,,34,,,,,34,2.8333333333333335,,4.99,3.96,0.2845117845117845,4.49,3.96,0,,,Alot More - Varies ,Get Chai602573191668,Get Chai,Get Chai,Beverages,0.5,34,26.52,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Reserve LLC197644935406,,,,Global Reserve LLC,Crooked,,197644935406,Crooked Beverage Berry 10mg 4pk 12oz can,10,THC,Beverages,,4pk 12oz can,6,,76,76,60.8,,,,,60.8,10.133333333333333,0.20000000000000007,18.99,15.96,0.36507936507936517,18.99,14.96,0,,,Alot More - Varies ,Global Reserve LLC197644935406,Global Reserve LLC,Global Reserve LLC,Beverages,0.5,60.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Reserve LLC196852070145,Discontinued,,,Global Reserve LLC,Crooked,196852070145,196852070145,Crooked Beverage Berry 5mg 4pk 12oz can,5,THC,Beverages,,4pk 12oz can,6,,56,56,48,,,,,48,8,0.1428571428571429,13.99,11.96,0.33110367892976594,14.99,12.96,0,,,Alot More - Varies ,Global Reserve LLC196852070145,Global Reserve LLC,Global Reserve LLC,Beverages,0.5,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Reserve LLC197644061204,,,,Global Reserve LLC,Crooked,,197644061204,Crooked Beverage Blood Orange 10mg 4pk 12oz can,10,THC,Beverages,,4pk 12oz can,6,,76,76,60.8,,,,,60.8,10.133333333333333,0.20000000000000007,18.99,15.96,0.36507936507936517,18.99,14.96,0,,,Alot More - Varies ,Global Reserve LLC197644061204,Global Reserve LLC,Global Reserve LLC,Beverages,0.5,60.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Reserve LLC196852347186,Discontinued,,,Global Reserve LLC,Crooked,196852347186,196852347186,Crooked Beverage Blood Orange 5mg 4pk 12oz can,5,THC,Beverages,,4pk 12oz can,6,,56,56,48,,,,,48,8,0.1428571428571429,13.99,11.96,0.33110367892976594,14.99,12.96,0,,,Alot More - Varies ,Global Reserve LLC196852347186,Global Reserve LLC,Global Reserve LLC,Beverages,0.5,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Reserve LLC197644565382,Global Reserve LLC,Yes,,Global Reserve LLC,Crooked,197644565382,197644565382,Crooked Beverage Straw Basil 10mg 4pk 12oz can,10,S,Beverages,,4pk 12oz can,6,,76,76,60.8,,,,,60.8,10.133333333333333,0.20000000000000007,18.99,15.96,0.36507936507936517,18.99,14.96,0,,,Alot More - Varies ,Global Reserve LLC197644565382,Global Reserve LLC,Global Reserve LLC,Beverages,0.5,60.8,60.799800000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Reserve LLC196852642625,Discontinued,,,Global Reserve LLC,Crooked,19309,196852642625,Crooked Beverage Straw Basil 5mg 4pk 12oz can,5,THC,Beverages,,4pk 12oz can,6,,56,56,48,,,,,48,8,0.1428571428571429,13.99,11.96,0.33110367892976594,14.99,12.96,0,,,Alot More - Varies ,Global Reserve LLC196852642625,Global Reserve LLC,Global Reserve LLC,Beverages,0.5,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phillips Wine & Spirits - St. Paul85006587023,Phillips Wine & Spirits - St. Paul,Yes,,Phillips Wine & Spirits - St. Paul,Owen's,1032015,85006587023,Daizy's Blueberry Lemonade 10mg THC 4pk 12oz can,10,THC,Beverages,Beverage,4pk 12oz can,6,,69,63,63,56,104,16,,54.38461538461539,9.064102564102564,0.1367521367521367,16.49,13.96,0.35070898537947254,16.49,13.96,0,X,,,Phillips Wine & Spirits - St. Paul85006587023,Phillips Wine & Spirits - St. Paul,Phillips Wine & Spirits - St. Paul,Beverages,0.5,63,63, ,Yes,Phillips Wine & Spirits - St. Paul,Owen's,1032015,85006587023,Daizy's Blueberry Lemonade 10mg THC 4pk 12oz can,10,THC,Beverages,Beverage,4pk 12oz can,6, ,69,63,63,56,104,16, ,54.38461538461539,9.064102564102564,,,,
Phillips Wine & Spirits - St. Paul85006587029, ,,,Phillips Wine & Spirits - St. Paul,Owen's,1325310,85006587029,Daizy's Cream Soda 10mg THC 4pk 12oz can,10,THC,Beverages,Beverage,4pk 12oz can,6,,69,63,63,56,104,16,,54.38461538461539,9.064102564102564,0.1367521367521367,16.49,13.96,0.35070898537947254,,,,X,,,Phillips Wine & Spirits - St. Paul85006587029,Phillips Wine & Spirits - St. Paul,Phillips Wine & Spirits - St. Paul,,0.5,63,, ,Yes,Phillips Wine & Spirits - St. Paul,Owen's,1325310,85006587029,Daizy's Cream Soda 10mg THC 4pk 12oz can,10,THC,Beverages,Beverage,4pk 12oz can,6, ,69,63,63,56,104,16, ,54.38461538461539,9.064102564102564,,,,
Phillips Wine & Spirits - St. Paul85006587003,Phillips Wine & Spirits - St. Paul,Yes,,Phillips Wine & Spirits - St. Paul,Owen's,1856456,85006587003,Daizy's Grape 10mg THC 4pk 12oz can,10,THC,Beverages,Beverage,4pk 12oz can,6,,69,63,63,56,104,16,,54.38461538461539,9.064102564102564,0.1367521367521367,16.49,13.96,0.35070898537947254,16.49,13.96,0,X,,,Phillips Wine & Spirits - St. Paul85006587003,Phillips Wine & Spirits - St. Paul,Phillips Wine & Spirits - St. Paul,Beverages,0.5,63,63, ,Yes,Phillips Wine & Spirits - St. Paul,Owen's,1856456,85006587003,Daizy's Grape 10mg THC 4pk 12oz can,10,THC,Beverages,Beverage,4pk 12oz can,6, ,69,63,63,56,104,16, ,54.38461538461539,9.064102564102564,,,,
Phillips Wine & Spirits - St. Paul85006587016,Phillips Wine & Spirits - St. Paul,Yes,,Phillips Wine & Spirits - St. Paul,Owen's,1947300,85006587016,Daizy's LTO Social Sampler Pack 10mg THC 8pk 12oz can,10,THC,Beverages,Beverage,8pk 12oz can,3,Done Purchasing,61.5,56,56,56,104,16,,48.53333333333333,16.177777777777777,0.13333333333333341,28.99,24.96,0.3518518518518519,28.99,24.96,0,X,,,Phillips Wine & Spirits - St. Paul85006587016,Phillips Wine & Spirits - St. Paul,Phillips Wine & Spirits - St. Paul,Beverages,0.5,56,56.000099999999996, ,Yes,Phillips Wine & Spirits - St. Paul,Owen's,1947300,85006587016,Daizy's LTO Social Sampler Pack 10mg THC 8pk 12oz can,10,THC,Beverages,Beverage,8pk 12oz can,3, ,61.5,56,56,56,104,16, ,48.53333333333333,16.177777777777777,,,,
