Source,Product Code,Description,Supplier,Location,Ref #,Status,Cases Ordered,Cases Received,Case Discrepancy,Dept,Category,Notes,Line Notes,Date Created
Discrepancy,082242016049,Bota Box Nighthawk Gold Sauv Blanc 3L Box,Phillips Wine & Spirits - St. Paul,Roseville,1034569,Inventory Received,1.0,0.0,-1.0,Wine,Sauvignon Blanc,,mi,2026-09-14T00:00:00
Discrepancy,084279973944,Starling Castle Riesling 750ml,Phillips Wine & Spirits - St. Paul,Roseville,1034569,Inventory Received,1.0,0.0,-1.0,Wine,Other Whites,,mi,2026-09-14T00:00:00
Discrepancy,08501422,Sutter Home Pinot Grigio 187ml,Phillips Wine & Spirits - St. Paul,Roseville,1034569,Inventory Received,1.0,0.0,-1.0,Wine,Pinot Grigio/Gris,,mi,2026-09-14T00:00:00
Discrepancy,08509929,Sutter Home Pink Moscato 187ml,Phillips Wine & Spirits - St. Paul,Roseville,1034569,Inventory Received,1.0,0.0,-1.0,Wine,Flavored,,mi,2026-09-14T00:00:00
Discrepancy,085200718740,Sutter Home Sauvignon Blanc 187ml,Phillips Wine & Spirits - St. Paul,Roseville,1034569,Inventory Received,1.0,0.0,-1.0,Wine,Sauvignon Blanc,,mi,2026-09-14T00:00:00
Discrepancy,086036124590,Christian Bros Dry Sherry 750ml,Southern Glazer's Wine & Spirits of MN,Roseville,1034572,Inventory Received,2.0,0.0,-2.0,Wine,Fortified,,mi,2026-09-14T00:00:00
Discrepancy,011699014933,Bouchard VDP Pinot Noir 750ml,"Vinocopia, Inc",Roseville,1034574,Inventory Received,1.0,0.0,-1.0,Wine,Pinot Noir,,mi,2026-09-14T00:00:00
Discrepancy,082242010450,Bota Box Cabernet Sauvignon 3L Box,Phillips Wine & Spirits - St. Paul,St. Louis Park,1034579,Inventory Received,2.0,0.0,-2.0,Wine,Cabernet,Free Goods,mi,2026-09-14T00:00:00
Discrepancy,085000016237,Ghost Pines Cabernet Sauvignon 750ml,Johnson Brothers - St. Paul,St. Louis Park,1034580,Inventory Received,1.0,0.0,-1.0,Wine,Cabernet,,mi,2026-09-14T00:00:00
Discrepancy,085000034552,Black Box Deep Dark Cabernet 3L Box,Johnson Brothers - St. Paul,St. Louis Park,1034580,Inventory Received,1.0,0.0,-1.0,Wine,Cabernet,,mi,2026-09-14T00:00:00
Discrepancy,605779976084,Jinro Green Grape 375ml,Johnson Brothers - St. Paul,St. Louis Park,1034580,Inventory Received,1.0,0.0,-1.0,Wine,Fortified,,mi,2026-09-14T00:00:00
Discrepancy,605779976251,Jinro Strawberry 375ml,Johnson Brothers - St. Paul,St. Louis Park,1034580,Inventory Received,1.0,0.0,-1.0,Wine,Fortified,,mi,2026-09-14T00:00:00
Discrepancy,856036001098,Underwood Bubbles 355ml,Oxford Street Merchants,St. Louis Park,1034583,Inventory Received,1.0,0.0,-1.0,Wine,Sparkling,,mi,2026-09-14T00:00:00
Discrepancy,856036001197,Underwood Rose Bubbles 375ml,Oxford Street Merchants,St. Louis Park,1034583,Inventory Received,3.0,0.0,-3.0,Wine,Sparkling,,mi,2026-09-14T00:00:00
Discrepancy,082242014373,Bota Box Dry Rose 3L Box,Phillips Wine & Spirits - St. Paul,St. Louis Park,1034585,Inventory Received,2.0,1.0,-1.0,Wine,Rose,,1 received ,2026-09-14T00:00:00
Discrepancy,082242014380,Bota Box Nighthawk Black Cab Sauv 3L Box,Phillips Wine & Spirits - St. Paul,St. Louis Park,1034585,Inventory Received,1.0,0.0,-1.0,Wine,Cabernet,,mi,2026-09-14T00:00:00
Discrepancy,082242018685,Bota Box Brightside Sauv Blanc/PG 3L Box,Phillips Wine & Spirits - St. Paul,St. Louis Park,1034585,Inventory Received,1.0,0.0,-1.0,Wine,White Blends,,mi,2026-09-14T00:00:00
Discrepancy,088586013348,Chateau Ste Michelle Light Chardonnay  750ml,Southern Glazer's Wine & Spirits of MN,St. Louis Park,1034587,Inventory Received,1.0,0.0,-1.0,Wine,Chardonnay,,mi,2026-09-14T00:00:00
Discrepancy,081434000293,Black Box Cab Sauv 500ml,Johnson Brothers - St. Paul,Stillwater,1034593,Inventory Received,1.0,0.0,-1.0,Wine,Cabernet,,dnr,2026-09-14T00:00:00
Discrepancy,716898964415,Acinum Prosecco 750ml,"Maverick Beverage Co., LLC - MN",Stillwater,1034594,Receiving,1.0,,,Wine,Sparkling,,,2026-09-14T00:00:00
Discrepancy,083648000182,Pike Road Willamette Valley Pinot Noir 750ml,"New France Wine Co, Inc",Stillwater,1034595,Receiving,1.0,,,Wine,Pinot Noir,,,2026-09-14T00:00:00
Discrepancy,031259009469,Yellow Tail Cab Sauvignon 1.5L,Phillips Wine & Spirits - St. Paul,Stillwater,1034598,Receiving,1.0,0.0,-1.0,Wine,Cabernet,,,2026-09-14T00:00:00
Discrepancy,082242014380,Bota Box Nighthawk Black Cab Sauv 3L Box,Phillips Wine & Spirits - St. Paul,Stillwater,1034598,Receiving,1.0,0.0,-1.0,Wine,Cabernet,,bo,2026-09-14T00:00:00
Discrepancy,082242016049,Bota Box Nighthawk Gold Sauv Blanc 3L Box,Phillips Wine & Spirits - St. Paul,Stillwater,1034598,Receiving,1.0,0.0,-1.0,Wine,Sauvignon Blanc,,bo,2026-09-14T00:00:00
Discrepancy,081308000435,Cupcake Sauvignon Blanc 750ml,Southern Glazer's Wine & Spirits of MN,Stillwater,1034599,Receiving,1.0,,,Wine,Sauvignon Blanc,,,2026-09-14T00:00:00
Discrepancy,081308011011,Chloe Sauvignon Blanc 750ml,Southern Glazer's Wine & Spirits of MN,Stillwater,1034599,Receiving,1.0,,,Wine,Sauvignon Blanc,,,2026-09-14T00:00:00
Discrepancy,083120100393,Franzia Pinot Grigio 5L Box,Southern Glazer's Wine & Spirits of MN,Stillwater,1034599,Receiving,1.0,,,Wine,Pinot Grigio/Gris,,,2026-09-14T00:00:00
Discrepancy,083120100690,Franzia Chillable Red 5L Box,Southern Glazer's Wine & Spirits of MN,Stillwater,1034599,Receiving,1.0,,,Wine,Red Blends,,,2026-09-14T00:00:00
Discrepancy,083120102892,Franzia Crisp White 5L Box,Southern Glazer's Wine & Spirits of MN,Stillwater,1034599,Receiving,1.0,,,Wine,White Blends,,,2026-09-14T00:00:00
Discrepancy,084687001017,Erath Pinot Noir 750ml,Southern Glazer's Wine & Spirits of MN,Stillwater,1034599,Receiving,1.0,,,Wine,Pinot Noir,,,2026-09-14T00:00:00
Discrepancy,084704091328,Korbel Brut 750ml,Southern Glazer's Wine & Spirits of MN,Stillwater,1034599,Receiving,1.0,,,Wine,Sparkling,,,2026-09-14T00:00:00
Discrepancy,871752001016,Kono Sauvignon Blanc 750ml,"Vinocopia, Inc",Stillwater,1034600,Receiving,1.0,,,Wine,Sauvignon Blanc,,,2026-09-14T00:00:00
Discrepancy,087872633369,Stella Rosa Black 750ml,"Breakthru Beverage Minnesota Wine & Spirits, LLC",Vadnais Heights,1034601,Inventory Received,1.0,0.0,-1.0,Wine,Flavored,,WI,2026-09-14T00:00:00
Discrepancy,085000034569,Black Box Tart Tangy Sauvignon Blanc 3L Box,Johnson Brothers - St. Paul,Vadnais Heights,1034603,Inventory Received,1.0,0.0,-1.0,Wine,Sauvignon Blanc,,MI,2026-09-14T00:00:00
Discrepancy,605779976084,Jinro Green Grape 375ml,Johnson Brothers - St. Paul,Vadnais Heights,1034603,Inventory Received,1.0,0.0,-1.0,Wine,Fortified,,MI,2026-09-14T00:00:00
Discrepancy,605779976251,Jinro Strawberry 375ml,Johnson Brothers - St. Paul,Vadnais Heights,1034603,Inventory Received,1.0,0.0,-1.0,Wine,Fortified,,MI,2026-09-14T00:00:00
Discrepancy,856036001098,Underwood Bubbles 355ml,Oxford Street Merchants,Vadnais Heights,1034605,Inventory Received,1.0,0.0,-1.0,Wine,Sparkling,,MI,2026-09-14T00:00:00
Discrepancy,031259009469,Yellow Tail Cab Sauvignon 1.5L,Phillips Wine & Spirits - St. Paul,Vadnais Heights,1034607,Inventory Received,1.0,0.0,-1.0,Wine,Cabernet,,WI,2026-09-14T00:00:00
Discrepancy,082242016148,Bota Box Nighthawk GD Chardonnay 500ml,Phillips Wine & Spirits - St. Paul,Vadnais Heights,1034607,Inventory Received,1.0,0.0,-1.0,Wine,Chardonnay,,WI,2026-09-14T00:00:00
Discrepancy,082242017633,Bota Box Breeze Chardonnay 3L Box,Phillips Wine & Spirits - St. Paul,Vadnais Heights,1034607,Inventory Received,1.0,0.0,-1.0,Wine,Chardonnay,,MI,2026-09-14T00:00:00
Discrepancy,766181651607,Strade di Toscana IGT 750ml,Paustis Wine,Woodbury,1034610,Inventory Received,1.0,0.0,-1.0,Wine,Other Reds,Buyer's Select,MI,2026-09-14T00:00:00
Discrepancy,8052049650533,Terre di Mario Red 750ml,Paustis Wine,Woodbury,1034610,Inventory Received,6.0,0.0,-6.0,Wine,Other Reds,Buyer's Select,MI,2026-09-14T00:00:00
Discrepancy,8052049651592,Terre di Mario Bianco 750ml,Paustis Wine,Woodbury,1034610,Inventory Received,1.0,0.0,-1.0,Wine,Other Whites,Buyer's Select,MI,2026-09-14T00:00:00
Discrepancy,857680001533,High Valley Cabernet Sauvignon 750ml,Paustis Wine,Woodbury,1034610,Inventory Received,4.0,0.0,-4.0,Wine,Cabernet,Buyer's Select,MI,2026-09-14T00:00:00
Discrepancy,859764007356,Vulcani di Italia Etna Red 750ml,Paustis Wine,Woodbury,1034610,Inventory Received,1.0,0.0,-1.0,Wine,Other Reds,Buyer's Select,MI,2026-09-14T00:00:00
Discrepancy,869382000219,One Flock Red Blend 750ml,Paustis Wine,Woodbury,1034610,Inventory Received,2.0,0.0,-2.0,Wine,Red Blends,Buyer's Select,MI,2026-09-14T00:00:00
Discrepancy,605779976206,Jinro Plum 375ml,Johnson Brothers - St. Paul,Woodbury,1034611,Inventory Received,1.0,0.0,-1.0,Wine,Fortified,,MI,2026-09-14T00:00:00
Discrepancy,763955409105,Les Allies Blanc de Blanc 750ml,"Maverick Beverage Co., LLC - MN",Woodbury,1034612,Receiving,1.0,,,Wine,Sparkling,,,2026-09-14T00:00:00
Discrepancy,763955409204,Les Allies Brut 750ml,"Maverick Beverage Co., LLC - MN",Woodbury,1034612,Receiving,1.0,,,Wine,Sparkling,,,2026-09-14T00:00:00
Discrepancy,031259009469,Yellow Tail Cab Sauvignon 1.5L,Phillips Wine & Spirits - St. Paul,Woodbury,1034615,Inventory Received,1.0,0.0,-1.0,Wine,Cabernet,,BO,2026-09-14T00:00:00
Discrepancy,082242013314,Bota Box Pinot Grigio 500ml,Phillips Wine & Spirits - St. Paul,Woodbury,1034615,Inventory Received,1.0,0.0,-1.0,Wine,Pinot Grigio/Gris,,BO,2026-09-14T00:00:00
Discrepancy,082242017633,Bota Box Breeze Chardonnay 3L Box,Phillips Wine & Spirits - St. Paul,Woodbury,1034615,Inventory Received,1.0,0.0,-1.0,Wine,Chardonnay,,MI,2026-09-14T00:00:00
Discrepancy,082242018685,Bota Box Brightside Sauv Blanc/PG 3L Box,Phillips Wine & Spirits - St. Paul,Woodbury,1034615,Inventory Received,1.0,0.0,-1.0,Wine,White Blends,,BO,2026-09-14T00:00:00
Discrepancy,086003255067,The Prisoner Wine Co Prisoner Red Blend 750ml,Southern Glazer's Wine & Spirits of MN,Woodbury,1034617,Inventory Received,1.0,0.0,-1.0,Wine,Red Blends,,BO,2026-09-14T00:00:00
Discrepancy,086003861862,Woodbridge Sauv Blanc 750ml,Southern Glazer's Wine & Spirits of MN,Woodbury,1034617,Inventory Received,1.0,0.0,-1.0,Wine,Sauvignon Blanc,,BO,2026-09-14T00:00:00
Discrepancy,088586659935,CSM Indian Wells Chardonnay 750ml,Southern Glazer's Wine & Spirits of MN,Woodbury,1034617,Inventory Received,1.0,0.0,-1.0,Wine,Chardonnay,,MI,2026-09-14T00:00:00
Discrepancy,742779421999,Field Recordings Salad Days 750ml,"Tradition Wine & Spirits, LLC",St. Louis Park,PO0000001891,Inventory Received,1.0,0.0,-1.0,Wine,Sparkling,1033367,mi,2026-09-16T09:15:56.0687357
